Timestamp,Device, avail, block, Cmode, dev_asset_chg, dev_asset_rem, estop, execution, line, mode, msg, power, program, tool_id
5/28/2016 15:07:19:539,VMC-3Axis, AVAILABLE, X-0.814287 Y-1.512766, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 148, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:19:738,VMC-3Axis, AVAILABLE, X-0.960124 Y-1.422258, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 149, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:19:976,VMC-3Axis, AVAILABLE, X-0.960124 Y-1.422258, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 149, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:20:183,VMC-3Axis, AVAILABLE, X-1.096037 Y-1.317762, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 150, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:20:394,VMC-3Axis, AVAILABLE, X-1.096037 Y-1.317762, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 150, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:20:648,VMC-3Axis, AVAILABLE, X-1.220693 Y-1.200356, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 151, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:20:851,VMC-3Axis, AVAILABLE, X-1.220693 Y-1.200356, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 151, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:21:050,VMC-3Axis, AVAILABLE, X-1.220693 Y-1.200356, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 151, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:21:292,VMC-3Axis, AVAILABLE, X-1.332871 Y-1.071240, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 152, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:21:515,VMC-3Axis, AVAILABLE, X-1.431481 Y-0.931732, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 153, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:21:734,VMC-3Axis, AVAILABLE, X-1.431481 Y-0.931732, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 153, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:21:976,VMC-3Axis, AVAILABLE, X-1.515571 Y-0.783250, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 154, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:22:191,VMC-3Axis, AVAILABLE, X-1.515571 Y-0.783250, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 154, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:22:394,VMC-3Axis, AVAILABLE, X-1.584335 Y-0.627296, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 155, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:22:605,VMC-3Axis, AVAILABLE, X-1.584335 Y-0.627296, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 155, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:22:812,VMC-3Axis, AVAILABLE, X-1.584335 Y-0.627296, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 155, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:23:019,VMC-3Axis, AVAILABLE, X-1.637121 Y-0.465445, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 156, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:23:253,VMC-3Axis, AVAILABLE, X-1.673440 Y-0.299329, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 157, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:23:457,VMC-3Axis, AVAILABLE, X-1.673440 Y-0.299329, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 157, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:23:664,VMC-3Axis, AVAILABLE, X-1.673440 Y-0.299329, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 157, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:23:867,VMC-3Axis, AVAILABLE, X-1.692969 Y-0.130614, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 158, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:24:078,VMC-3Axis, AVAILABLE, X-1.692969 Y-0.130614, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 158, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:24:277,VMC-3Axis, AVAILABLE, X-1.695551 Y0.039007, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 159, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:24:484,VMC-3Axis, AVAILABLE, X-1.695551 Y0.039007, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 159, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:24:691,VMC-3Axis, AVAILABLE, X-1.681202 Y0.207840, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 160, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:24:902,VMC-3Axis, AVAILABLE, X-1.681202 Y0.207840, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 160, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:25:097,VMC-3Axis, AVAILABLE, X-1.650103 Y0.374199, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 161, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:25:332,VMC-3Axis, AVAILABLE, X-1.650103 Y0.374199, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 161, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:25:566,VMC-3Axis, AVAILABLE, X-1.602605 Y0.536430, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 162, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:25:777,VMC-3Axis, AVAILABLE, X-1.602605 Y0.536430, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 162, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:25:972,VMC-3Axis, AVAILABLE, X-1.539221 Y0.692923, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 163, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:26:183,VMC-3Axis, AVAILABLE, X-1.539221 Y0.692923, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 163, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:26:402,VMC-3Axis, AVAILABLE, X-1.460622 Y0.842128, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 164, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:26:605,VMC-3Axis, AVAILABLE, X-1.460622 Y0.842128, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 164, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:26:804,VMC-3Axis, AVAILABLE, X-1.367628 Y0.982573, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 165, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:27:023,VMC-3Axis, AVAILABLE, X-1.367628 Y0.982573, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 165, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:27:226,VMC-3Axis, AVAILABLE, X-1.261202 Y1.112876, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 166, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:27:453,VMC-3Axis, AVAILABLE, X-1.261202 Y1.112876, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 166, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:27:671,VMC-3Axis, AVAILABLE, X-1.142439 Y1.231760, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 167, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:27:882,VMC-3Axis, AVAILABLE, X-1.142439 Y1.231760, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 167, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:28:125,VMC-3Axis, AVAILABLE, X-1.012554 Y1.338065, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 168, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:28:394,VMC-3Axis, AVAILABLE, X-1.012554 Y1.338065, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 168, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:28:605,VMC-3Axis, AVAILABLE, X-0.872871 Y1.430760, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 169, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:28:808,VMC-3Axis, AVAILABLE, X-0.872871 Y1.430760, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 169, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:29:074,VMC-3Axis, AVAILABLE, X-0.724806 Y1.508951, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 170, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:29:335,VMC-3Axis, AVAILABLE, X-0.724806 Y1.508951, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 170, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:29:558,VMC-3Axis, AVAILABLE, X-0.569860 Y1.571892, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 171, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:29:773,VMC-3Axis, AVAILABLE, X-0.569860 Y1.571892, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 171, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:29:980,VMC-3Axis, AVAILABLE, X-0.409595 Y1.618991, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 172, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:30:183,VMC-3Axis, AVAILABLE, X-0.409595 Y1.618991, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 172, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:30:476,VMC-3Axis, AVAILABLE, X-0.245625 Y1.649816, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 173, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:30:714,VMC-3Axis, AVAILABLE, X-0.079596 Y1.664098, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 174, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:30:925,VMC-3Axis, AVAILABLE, X-0.079596 Y1.664098, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 174, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:31:160,VMC-3Axis, AVAILABLE, X0.086830 Y1.661733, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 175, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:31:359,VMC-3Axis, AVAILABLE, X0.086830 Y1.661733, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 175, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:31:574,VMC-3Axis, AVAILABLE, X0.251990 Y1.642786, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 176, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:31:785,VMC-3Axis, AVAILABLE, X0.251990 Y1.642786, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 176, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:31:996,VMC-3Axis, AVAILABLE, X0.414237 Y1.607485, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 177, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:32:714,VMC-3Axis, AVAILABLE, X0.414237 Y1.607485, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 177, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:32:921,VMC-3Axis, AVAILABLE, X0.723590 Y1.489548, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 179, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:33:136,VMC-3Axis, AVAILABLE, X0.723590 Y1.489548, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 179, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:33:382,VMC-3Axis, AVAILABLE, X0.867632 Y1.408166, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 180, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:33:589,VMC-3Axis, AVAILABLE, X0.867632 Y1.408166, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 180, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:33:812,VMC-3Axis, AVAILABLE, X1.002666 Y1.312922, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 181, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:34:027,VMC-3Axis, AVAILABLE, X1.002666 Y1.312922, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 181, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:34:265,VMC-3Axis, AVAILABLE, X1.127364 Y1.204803, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 182, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:34:480,VMC-3Axis, AVAILABLE, X1.240506 Y1.084919, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 183, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:34:722,VMC-3Axis, AVAILABLE, X1.240506 Y1.084919, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 183, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:34:937,VMC-3Axis, AVAILABLE, X1.340990 Y0.954495, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 184, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:35:171,VMC-3Axis, AVAILABLE, X1.340990 Y0.954495, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 184, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:35:367,VMC-3Axis, AVAILABLE, X1.427844 Y0.814860, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 185, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:35:574,VMC-3Axis, AVAILABLE, X1.427844 Y0.814860, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 185, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:35:773,VMC-3Axis, AVAILABLE, X1.500234 Y0.667430, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 186, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:35:980,VMC-3Axis, AVAILABLE, X1.500234 Y0.667430, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 186, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:36:222,VMC-3Axis, AVAILABLE, X1.557471 Y0.513695, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 187, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:36:429,VMC-3Axis, AVAILABLE, X1.557471 Y0.513695, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 187, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:36:644,VMC-3Axis, AVAILABLE, X1.599022 Y0.355207, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 188, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:36:847,VMC-3Axis, AVAILABLE, X1.599022 Y0.355207, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 188, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:37:078,VMC-3Axis, AVAILABLE, X1.624509 Y0.193560, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 189, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:37:289,VMC-3Axis, AVAILABLE, X1.624509 Y0.193560, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 189, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:37:503,VMC-3Axis, AVAILABLE, X1.633718 Y0.030376, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 190, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:37:742,VMC-3Axis, AVAILABLE, X1.633718 Y0.030376, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 190, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:37:949,VMC-3Axis, AVAILABLE, X1.626595 Y-0.132713, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 191, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:38:171,VMC-3Axis, AVAILABLE, X1.626595 Y-0.132713, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 191, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:38:394,VMC-3Axis, AVAILABLE, X1.603252 Y-0.294077, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 192, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:38:601,VMC-3Axis, AVAILABLE, X1.603252 Y-0.294077, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 192, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:38:816,VMC-3Axis, AVAILABLE, X1.563963 Y-0.452111, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 193, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:39:023,VMC-3Axis, AVAILABLE, X1.563963 Y-0.452111, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 193, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:39:226,VMC-3Axis, AVAILABLE, X1.509157 Y-0.605244, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 194, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:39:457,VMC-3Axis, AVAILABLE, X1.509157 Y-0.605244, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 194, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:39:656,VMC-3Axis, AVAILABLE, X1.439422 Y-0.751958, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 195, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:39:867,VMC-3Axis, AVAILABLE, X1.439422 Y-0.751958, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 195, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:40:082,VMC-3Axis, AVAILABLE, X1.355489 Y-0.890806, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 196, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:40:300,VMC-3Axis, AVAILABLE, X1.355489 Y-0.890806, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 196, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:40:558,VMC-3Axis, AVAILABLE, X1.258231 Y-1.020419, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 197, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:40:785,VMC-3Axis, AVAILABLE, X1.258231 Y-1.020419, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 197, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:40:988,VMC-3Axis, AVAILABLE, X1.148654 Y-1.139526, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 198, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:41:183,VMC-3Axis, AVAILABLE, X1.148654 Y-1.139526, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 198, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:41:398,VMC-3Axis, AVAILABLE, X1.027880 Y-1.246964, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 199, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:41:617,VMC-3Axis, AVAILABLE, X1.027880 Y-1.246964, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 199, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:41:835,VMC-3Axis, AVAILABLE, X0.897145 Y-1.341688, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 200, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:42:062,VMC-3Axis, AVAILABLE, X0.757777 Y-1.422785, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 201, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:42:343,VMC-3Axis, AVAILABLE, X0.757777 Y-1.422785, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 201, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
5/28/2016 15:07:42:554,VMC-3Axis, AVAILABLE, X0.611191 Y-1.489478, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 202, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
