Timestamp,Device, avail, block, Cmode, dev_asset_chg, dev_asset_rem, estop, execution, line, mode, msg, power, program, tool_id
4/1/2016 13:36:46:292,VMC-3Axis, AVAILABLE, X-0.754799 Y0.543303, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 542, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:46:531,VMC-3Axis, AVAILABLE, X-0.695290 Y0.614618, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 543, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:46:785,VMC-3Axis, AVAILABLE, X-0.629099 Y0.679493, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 544, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:47:031,VMC-3Axis, AVAILABLE, X-0.556914 Y0.737308, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 545, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:47:269,VMC-3Axis, AVAILABLE, X-0.479484 Y0.787515, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 546, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:47:519,VMC-3Axis, AVAILABLE, X-0.397604 Y0.829645, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 547, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:47:765,VMC-3Axis, AVAILABLE, X-0.312111 Y0.863314, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 548, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:48:03,VMC-3Axis, AVAILABLE, X-0.223875 Y0.888221, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 549, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:48:253,VMC-3Axis, AVAILABLE, X-0.133790 Y0.904155, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 550, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:48:500,VMC-3Axis, AVAILABLE, X-0.042763 Y0.910997, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 551, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:48:746,VMC-3Axis, AVAILABLE, X0.048292 Y0.908718, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 552, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:48:988,VMC-3Axis, AVAILABLE, X0.138467 Y0.897380, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 553, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:49:234,VMC-3Axis, AVAILABLE, X0.226862 Y0.877137, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 554, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:49:484,VMC-3Axis, AVAILABLE, X0.312605 Y0.848230, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 555, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:49:726,VMC-3Axis, AVAILABLE, X0.394850 Y0.810986, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 556, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:49:968,VMC-3Axis, AVAILABLE, X0.472790 Y0.765813, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 557, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:50:210,VMC-3Axis, AVAILABLE, X0.545666 Y0.713199, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 558, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:50:449,VMC-3Axis, AVAILABLE, X0.612773 Y0.653701, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 559, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:50:687,VMC-3Axis, AVAILABLE, X0.673467 Y0.587944, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 560, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:50:929,VMC-3Axis, AVAILABLE, X0.727168 Y0.516614, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 561, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:51:175,VMC-3Axis, AVAILABLE, X0.773373 Y0.440448, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 562, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:51:421,VMC-3Axis, AVAILABLE, X0.811653 Y0.360228, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 563, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:51:660,VMC-3Axis, AVAILABLE, X0.841661 Y0.276773, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 564, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:51:906,VMC-3Axis, AVAILABLE, X0.863134 Y0.190933, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 565, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:52:156,VMC-3Axis, AVAILABLE, X0.879862 Y0.015578, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 567, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:52:394,VMC-3Axis, AVAILABLE, X0.875028 Y-0.072175, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 568, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:52:636,VMC-3Axis, AVAILABLE, X0.861485 Y-0.158809, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 569, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:52:875,VMC-3Axis, AVAILABLE, X0.839405 Y-0.243464, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 570, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:53:109,VMC-3Axis, AVAILABLE, X0.809050 Y-0.325302, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 571, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:53:359,VMC-3Axis, AVAILABLE, X0.770761 Y-0.403519, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 572, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:53:601,VMC-3Axis, AVAILABLE, X0.724955 Y-0.477351, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 573, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:53:839,VMC-3Axis, AVAILABLE, X0.672125 Y-0.546080, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 574, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:54:144,VMC-3Axis, AVAILABLE, X0.612832 Y-0.609043, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 575, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:54:398,VMC-3Axis, AVAILABLE, X0.477397 Y-0.715326, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 577, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:54:636,VMC-3Axis, AVAILABLE, X0.402660 Y-0.757647, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 578, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:54:875,VMC-3Axis, AVAILABLE, X0.324253 Y-0.792210, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 579, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:55:113,VMC-3Axis, AVAILABLE, X0.242975 Y-0.818706, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 580, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:55:363,VMC-3Axis, AVAILABLE, X0.159652 Y-0.836908, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 581, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:55:605,VMC-3Axis, AVAILABLE, X0.075126 Y-0.846674, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 582, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:55:843,VMC-3Axis, AVAILABLE, X-0.009752 Y-0.847944, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 583, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:56:082,VMC-3Axis, AVAILABLE, X-0.094134 Y-0.840747, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 584, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:56:328,VMC-3Axis, AVAILABLE, X-0.177179 Y-0.825193, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 585, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:56:578,VMC-3Axis, AVAILABLE, X-0.335988 Y-0.769878, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 587, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:56:828,VMC-3Axis, AVAILABLE, X-0.410190 Y-0.730745, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 588, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:57:062,VMC-3Axis, AVAILABLE, X-0.479945 Y-0.684506, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 589, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:57:304,VMC-3Axis, AVAILABLE, X-0.544578 Y-0.631657, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 590, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:57:542,VMC-3Axis, AVAILABLE, X-0.603467 Y-0.572758, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 591, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:57:777,VMC-3Axis, AVAILABLE, X-0.656052 Y-0.508425, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 592, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:58:121,VMC-3Axis, AVAILABLE, X-0.701837 Y-0.439328, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 593, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:58:363,VMC-3Axis, AVAILABLE, X-0.771383 Y-0.289731, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 595, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:58:613,VMC-3Axis, AVAILABLE, X-0.794521 Y-0.210761, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 596, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:58:859,VMC-3Axis, AVAILABLE, X-0.809618 Y-0.130071, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 597, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:59:093,VMC-3Axis, AVAILABLE, X-0.816562 Y-0.048475, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 598, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:59:328,VMC-3Axis, AVAILABLE, X-0.815324 Y0.033206, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 599, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:59:582,VMC-3Axis, AVAILABLE, X-0.788590 Y0.193570, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 601, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:36:59:832,VMC-3Axis, AVAILABLE, X-0.763441 Y0.270662, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 602, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:00:078,VMC-3Axis, AVAILABLE, X-0.730797 Y0.344674, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 603, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:00:328,VMC-3Axis, AVAILABLE, X-0.691021 Y0.414881, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 604, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:00:574,VMC-3Axis, AVAILABLE, X-0.644547 Y0.480599, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 605, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:00:917,VMC-3Axis, AVAILABLE, X-0.533550 Y0.596091, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 607, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:01:152,VMC-3Axis, AVAILABLE, X-0.470197 Y0.644763, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 608, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:01:390,VMC-3Axis, AVAILABLE, X-0.402468 Y0.686757, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 609, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:01:628,VMC-3Axis, AVAILABLE, X-0.331062 Y0.721688, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 610, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:01:871,VMC-3Axis, AVAILABLE, X-0.180173 Y0.769180, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 612, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:02:214,VMC-3Axis, AVAILABLE, X-0.102223 Y0.781341, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 613, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:02:449,VMC-3Axis, AVAILABLE, X0.054763 Y0.782085, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 615, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:02:687,VMC-3Axis, AVAILABLE, X0.132230 Y0.770739, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 616, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:02:921,VMC-3Axis, AVAILABLE, X0.207981 Y0.751760, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 617, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:03:167,VMC-3Axis, AVAILABLE, X0.281270 Y0.725377, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 618, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:03:406,VMC-3Axis, AVAILABLE, X0.351376 Y0.691889, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 619, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:03:656,VMC-3Axis, AVAILABLE, X0.479346 Y0.605154, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 621, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:03:910,VMC-3Axis, AVAILABLE, X0.535973 Y0.552840, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 622, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:04:160,VMC-3Axis, AVAILABLE, X0.586959 Y0.495281, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 623, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:04:402,VMC-3Axis, AVAILABLE, X0.631823 Y0.433077, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 624, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:04:847,VMC-3Axis, AVAILABLE, X0.670147 Y0.366876, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 625, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:05:093,VMC-3Axis, AVAILABLE, X0.742756 Y0.151251, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 628, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:05:332,VMC-3Axis, AVAILABLE, X0.752156 Y0.076142, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 629, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:05:679,VMC-3Axis, AVAILABLE, X0.754000 Y0.000670, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 630, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:05:921,VMC-3Axis, AVAILABLE, X0.735182 Y-0.148349, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 632, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:06:156,VMC-3Axis, AVAILABLE, X0.714788 Y-0.220414, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 633, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:06:406,VMC-3Axis, AVAILABLE, X0.687369 Y-0.289896, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 634, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:06:644,VMC-3Axis, AVAILABLE, X0.612771 Y-0.418421, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 636, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:06:886,VMC-3Axis, AVAILABLE, X0.566406 Y-0.476218, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 637, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:07:121,VMC-3Axis, AVAILABLE, X0.514640 Y-0.528952, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 638, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:07:359,VMC-3Axis, AVAILABLE, X0.458017 Y-0.576122, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 639, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:07:699,VMC-3Axis, AVAILABLE, X0.332612 Y-0.652069, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 641, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:07:929,VMC-3Axis, AVAILABLE, X0.195362 Y-0.701297, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 643, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:08:171,VMC-3Axis, AVAILABLE, X0.124032 Y-0.715327, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 644, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:08:406,VMC-3Axis, AVAILABLE, X0.051855 Y-0.722141, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 645, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:08:656,VMC-3Axis, AVAILABLE, X-0.020441 Y-0.721711, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 646, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:09:011,VMC-3Axis, AVAILABLE, X-0.162510 Y-0.699367, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 648, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:09:250,VMC-3Axis, AVAILABLE, X-0.296552 Y-0.649502, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 650, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:09:503,VMC-3Axis, AVAILABLE, X-0.358904 Y-0.614924, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 651, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:09:746,VMC-3Axis, AVAILABLE, X-0.417326 Y-0.574403, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 652, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:09:980,VMC-3Axis, AVAILABLE, X-0.520176 Y-0.477339, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 654, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:10:218,VMC-3Axis, AVAILABLE, X-0.563631 Y-0.421825, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 655, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:10:449,VMC-3Axis, AVAILABLE, X-0.601214 Y-0.362416, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 656, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:10:683,VMC-3Axis, AVAILABLE, X-0.632585 Y-0.299728, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 657, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:10:921,VMC-3Axis, AVAILABLE, X-0.675639 Y-0.167118, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 659, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:11:160,VMC-3Axis, AVAILABLE, X-0.686968 Y-0.098547, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 660, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:11:402,VMC-3Axis, AVAILABLE, X-0.691376 Y-0.029388, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 661, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:11:640,VMC-3Axis, AVAILABLE, X-0.679482 Y0.107926, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 663, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:11:875,VMC-3Axis, AVAILABLE, X-0.663379 Y0.174712, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 664, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
4/1/2016 13:37:12:117,VMC-3Axis, AVAILABLE, X-0.640749 Y0.239367, SPINDLE, UNAVAILABLE, UNAVAILABLE, ARMED, ACTIVE, 665, AUTOMATIC, UNAVAILABLE, ON, FLANGE_CAM.NGC, UNAVAILABLE
