2016-05-26T20:00:03.784Z|Xabs|-13.731621|Yabs|-205.982189|Zabs|263.18718|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:05.859Z|Xabs|-2.287397|Yabs|-215.876632|Zabs|269.132812|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:16.233Z|Xabs|-8.335391|Yabs|-225.227515|Zabs|274.601559|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:20.398Z|Xabs|6.784975|Yabs|-223.489012|Zabs|273.877024|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:22.473Z|Xabs|-15.287371|Yabs|-204.2820412|Zabs|277.835741|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:24.548Z|Xabs|-13.06322|Yabs|-228.115114|Zabs|277.263098|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:26.623Z|Xabs|-1.823593|Yabs|-218.271725|Zabs|271.430369|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:28.697Z|Xabs|-9.544812|Yabs|-208.275174|Zabs|265.507978|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:30.772Z|Xabs|-12.533757|Yabs|-205.320519|Zabs|263.965182|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:32.863Z|Xabs|-1.122299|Yabs|-215.233123|Zabs|269.942691|I|0.1|J|0.2|K|0.3
2016-05-26T20:00:34.953Z|Xabs|10.076815|Yabs|-225.125534|Zabs|275.770848|I|0.1|J|0.2|K|0.3
